certificate,genre,rate,metascore,votes,gross,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Actor_won,Oscar_Best_Actress_won
PG-13,Action|Adventure|Sci-Fi,5.5999999,39.0,228575,116590000.0,437.0,615.0,0,0,No,No,No,No,No
PG-13,Biography|Drama|Romance,7.0,66.0,82470,94130000.0,255.0,2196.0,4,17,No,No,No,No,No
R,Action|Sci-Fi|Thriller,8.0,81.0,546694,115650000.0,475.0,1360.0,8,40,No,Yes,No,No,No
PG,Animation|Comedy|Family,7.0,74.0,77692,35290000.0,377.0,,3,11,No,No,No,No,No
R,Horror|Mystery|Thriller,7.0,42.0,148949,41570000.0,267.0,1201.0,0,0,No,No,No,No,No
R,Drama|Mystery,7.80000019,82.0,55126,2220000.0,290.0,4473.0,6,14,No,No,No,No,No
R,Biography|Crime|Drama,7.0,70.0,236490,97030000.0,359.0,1381.0,0,3,No,No,No,No,No
R,Comedy|Romance,7.0,70.0,170179,71350000.0,214.0,1537.0,0,1,No,No,No,No,No
PG,Action|Drama|Family,6.19999981,61.0,124385,176590000.0,255.0,1143.0,0,2,No,No,No,No,No
R,Adventure|Comedy|Horror,7.69999981,73.0,399906,75590000.0,447.0,700.0,0,1,No,No,No,No,No
R,Drama|Romance,7.5,58.0,71560,5100000.0,287.0,3441.0,0,6,No,No,No,No,No
PG-13,Adventure|Fantasy,7.9000001,66.0,501493,258360000.0,511.0,418.0,0,17,No,No,No,No,No
R,Drama,7.0,49.0,49886,1820000.0,204.0,269.0,0,0,No,No,No,No,No
Not Rated,Crime|Drama|Romance,7.5999999,84.0,11561,,127.0,,0,2,No,No,No,No,No
PG-13,Drama,7.30000019,85.0,114346,12570000.0,279.0,2183.0,5,36,No,Yes,No,No,No
R,Crime|Drama|Mystery,6.30000019,57.0,42900,580000.0,139.0,1674.0,0,0,No,No,No,No,No
PG-13,Drama|Horror|Mystery,7.30000019,76.0,169084,71900000.0,453.0,104.0,0,5,No,No,No,No,No
R,Crime|Drama|Thriller,7.30000019,63.0,178244,57980000.0,275.0,1630.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,5.80000019,49.0,291888,166110000.0,368.0,1358.0,0,2,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.19999981,75.0,190394,123210000.0,363.0,2241.0,11,14,No,No,No,No,No
R,Drama|Romance,7.4000001,83.0,275955,83810000.0,396.0,1319.0,10,67,No,Yes,No,No,No
PG-13,Action|Adventure|Mystery,6.69999981,61.0,239740,113170000.0,440.0,1717.0,0,1,No,No,No,No,No
R,Crime|Drama|Thriller,7.4000001,34.0,223823,73340000.0,214.0,1534.0,0,0,No,No,No,No,No
PG-13,Adventure|Drama|Fantasy,8.10000038,87.0,571036,380960000.0,472.0,211.0,12,26,No,No,No,No,No
PG,Adventure|Comedy|Family,7.0999999,75.0,76807,88630000.0,399.0,3586.0,2,11,No,No,No,No,No
PG-13,Horror|Thriller,4.4000001,38.0,35549,50820000.0,184.0,1065.0,0,0,No,No,No,No,No
R,Drama,8.19999981,72.0,581906,148090000.0,365.0,1078.0,0,5,No,No,No,No,No
,Drama|Music,6.69999981,68.0,5693,10000.0,74.0,,0,0,No,No,No,No,No
PG-13,Biography|Drama|Sport,7.5999999,87.0,291705,75610000.0,423.0,1542.0,7,26,No,Yes,No,No,No
PG-13,Action|Adventure|Western,6.5,37.0,186987,89290000.0,454.0,1417.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Fantasy,7.80000019,72.0,195124,231910330.0,456.0,31.0,2,16,No,No,No,No,No
PG-13,Drama|Fantasy,6.5,56.0,81846,32740000.0,316.0,4007.0,0,0,No,No,No,No,No
R,Crime|Drama,7.30000019,58.0,191108,37400000.0,355.0,693.0,1,1,No,No,No,No,No
G,Animation|Adventure|Comedy,6.30000019,57.0,106052,191450000.0,306.0,1668.0,0,3,No,No,No,No,No
PG,Comedy|Romance,6.5,33.0,73925,10000.0,133.0,1706.0,0,0,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.19999981,69.0,287228,237280000.0,492.0,1353.0,3,11,No,No,No,No,No
PG-13,Mystery|Sci-Fi|Thriller,7.4000001,59.0,433929,79240000.0,377.0,1035.0,0,2,No,No,No,No,No
R,Action|Adventure|Horror,5.9000001,37.0,135313,60130000.0,252.0,587.0,0,1,No,No,No,No,No
R,Drama|Romance,7.0,79.0,14690,5000000.0,180.0,,0,7,No,No,No,No,No
Not Rated,Comedy,7.5,83.0,45548,2380000.0,189.0,4525.0,2,17,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.0,57.0,542122,312060000.0,456.0,1163.0,2,4,No,No,No,No,No
PG-13,Action|Adventure|Thriller,7.4000001,73.0,375559,209360000.0,434.0,1411.0,0,3,No,No,No,No,No
Unrated,Crime|Drama|War,6.5999999,59.0,3049,,82.0,,0,0,No,No,No,No,No
PG-13,Drama|Romance,7.4000001,76.0,65738,11230000.0,274.0,1563.0,2,5,No,No,No,No,No
R,Comedy|Drama|Romance,6.5999999,57.0,71642,112700000.0,188.0,1950.0,0,6,No,No,No,No,No
R,Action|Comedy|Crime,7.19999981,69.0,421830,138450000.0,374.0,645.0,0,3,No,No,No,No,No
R,Crime|Drama,7.9000001,90.0,80596,2080000.0,260.0,4031.0,5,13,No,No,No,No,No
Not Rated,Animation|Crime|Drama,7.19999981,76.0,7102,250000.0,116.0,,0,0,No,No,No,No,No
R,Crime|Drama|Mystery,7.5,68.0,101154,1740000.0,393.0,1184.0,4,20,No,No,No,No,No
R,Comedy|Fantasy,6.69999981,67.0,320626,101470000.0,419.0,730.0,1,2,No,No,No,No,No
PG-13,Action|Comedy|Crime,7.0999999,60.0,245244,90360000.0,316.0,1138.0,0,2,No,No,No,No,No
R,Action|Comedy,7.69999981,66.0,448057,48040000.0,449.0,430.0,0,4,No,No,No,No,No
R,Action|Drama|Fantasy,6.19999981,48.0,232746,106370000.0,366.0,1003.0,0,0,No,No,No,No,No
R,Action|Drama|Fantasy,6.0,46.0,140734,83500000.0,283.0,677.0,0,0,No,No,No,No,No
R,Drama|Mystery|War,8.19999981,80.0,88900,6860000.0,228.0,788.0,1,4,No,No,No,No,No
R,Horror,7.0,72.0,288407,42040000.0,640.0,1080.0,1,6,No,No,No,No,No
PG-13,Adventure|Drama|Fantasy,4.5999999,44.0,225457,296620000.0,297.0,1772.0,1,2,No,No,No,No,No
R,Comedy|Drama|Romance,4.30000019,27.0,61245,95330000.0,220.0,1327.0,0,1,No,No,No,No,No
R,Drama|Music|Romance,7.30000019,83.0,69996,39462438.0,273.0,3278.0,13,20,No,No,No,Yes,No
PG-13,Action|Adventure,6.0,47.0,119870,72660000.0,246.0,1167.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.80000019,65.0,535408,146410000.0,504.0,647.0,1,5,No,No,No,No,No
PG-13,Comedy|Drama|Fantasy,5.4000001,43.0,6357,260000.0,91.0,,0,1,No,No,No,No,No
R,Action|Crime|Drama,7.4000001,84.0,442406,66470000.0,591.0,659.0,3,12,No,No,No,No,No
R,Biography|Drama|History,7.5999999,73.0,35248,1550000.0,227.0,2934.0,0,3,No,No,No,No,No
PG-13,Comedy|Drama|Romance,7.0999999,72.0,287146,58400000.0,265.0,337.0,4,10,No,No,No,No,No
PG-13,Biography|Drama,7.69999981,95.0,497601,96920000.0,557.0,672.0,43,71,No,Yes,No,No,No
PG-13,Action|Adventure|Comedy,5.9000001,31.0,174931,190870000.0,350.0,728.0,0,0,No,No,No,No,No
PG-13,Action|Drama|Sport,8.19999981,71.0,346000,13650000.0,316.0,413.0,0,5,No,No,No,No,No
PG-13,Action|Adventure|Fantasy,6.69999981,45.0,384397,241060000.0,448.0,682.0,0,5,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.19999981,62.0,576005,408990000.0,610.0,670.0,2,10,No,No,No,No,No
PG,Animation|Action|Adventure,7.30000019,67.0,192757,165230000.0,285.0,2778.0,0,7,No,No,No,No,No
R,Drama|Mystery|Thriller,8.19999981,80.0,140479,20170000.0,263.0,1397.0,0,3,No,No,No,No,No
R,Comedy|Drama|Romance,7.69999981,72.0,277018,34960000.0,328.0,1300.0,1,6,No,No,No,No,No
R,Crime|Drama,7.30000019,83.0,47025,1040000.0,257.0,3710.0,2,10,No,No,No,No,No
R,Drama|Romance,7.5999999,77.0,87771,9170000.0,286.0,1147.0,3,20,No,No,No,No,No
PG-13,Action|Drama|Sci-Fi,7.5999999,68.0,416321,176740000.0,529.0,1524.0,2,6,No,No,No,No,No
R,Action|Crime|Drama,6.69999981,40.0,177717,46000000.0,419.0,467.0,0,0,No,No,No,No,No
R,Drama,7.19999981,58.0,70800,37740000.0,323.0,2317.0,2,15,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.69999981,72.0,400606,251500000.0,303.0,1245.0,0,8,No,No,No,No,No
PG-13,Adventure|Drama|Fantasy,4.9000001,45.0,186813,281280000.0,329.0,1508.0,1,2,No,No,No,No,No
PG-13,Adventure|Drama|Fantasy,4.9000001,58.0,189230,300520000.0,291.0,1625.0,4,5,No,No,No,No,No
R,Comedy|Romance,4.30000019,18.0,81644,8830000.0,180.0,857.0,0,0,No,No,No,No,No
R,Drama|Romance|Sci-Fi,7.19999981,69.0,113196,2410000.0,331.0,1746.0,0,1,No,No,No,No,No
,Drama|Musical,6.19999981,84.0,560,30000.0,31.0,1834.0,0,0,No,No,No,No,No
R,Drama|Romance,7.69999981,65.0,33655,1010000.0,200.0,,1,1,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,6.5,38.0,198710,89730000.0,486.0,406.0,0,0,No,No,No,No,No
R,Drama|Mystery|Thriller,7.0999999,85.0,154530,24100000.0,467.0,1015.0,8,29,No,No,No,No,No
PG-13,Drama|Romance,7.30000019,55.0,376340,144810000.0,493.0,266.0,6,14,No,No,No,No,No
R,Action|Sci-Fi,7.0999999,59.0,209395,13400000.0,433.0,1378.0,0,0,No,No,No,No,No
PG-13,Action|Thriller,8.5,78.0,1189426,448130000.0,816.0,177.0,3,23,No,No,No,No,No
PG-13,Adventure|Fantasy,6.30000019,51.0,109482,65170000.0,339.0,1704.0,0,0,No,No,No,No,No
PG-13,Drama|Fantasy|Music,6.80000019,46.0,88825,50460000.0,141.0,1438.0,0,1,No,No,No,No,No
PG-13,Adventure|Drama|Romance,7.0999999,41.0,56684,90870000.0,291.0,11.0,0,1,No,No,No,No,No
R,Biography|Crime|Drama,6.9000001,68.0,129502,62560000.0,399.0,449.0,2,6,No,No,No,No,No
R,Drama|Sci-Fi,7.5,55.0,292874,27100000.0,513.0,558.0,3,13,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,8.80000019,74.0,1534936,292570000.0,649.0,135.0,24,60,No,Yes,No,No,No
PG-13,Comedy|Family,6.0,30.0,186929,162000000.0,180.0,1599.0,1,1,No,No,No,No,No
Unrated,Drama|Thriller,7.30000019,73.0,48974,110000.0,213.0,1372.0,0,3,No,No,No,No,No
PG-13,Action|Comedy|Crime,6.69999981,64.0,195658,119220000.0,267.0,1004.0,0,1,No,No,No,No,No
PG-13,Action|Adventure|Fantasy,6.4000001,40.0,335030,325020000.0,597.0,29.0,1,4,No,No,No,No,No
PG-13,Action|Adventure|Mystery,6.30000019,43.0,207388,58880000.0,404.0,1263.0,0,1,No,No,No,No,No
PG,Comedy|Drama|Family,7.0999999,58.0,114492,75620000.0,257.0,1456.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Biography,6.9000001,47.0,84709,24990000.0,295.0,484.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.19999981,68.0,720645,408000000.0,676.0,202.0,7,13,No,No,No,No,No
R,Action|Adventure|Sci-Fi,8.10000038,90.0,600886,153630000.0,752.0,122.0,44,73,No,Yes,No,No,No
R,Crime|Drama|Mystery,8.10000038,74.0,410845,60960000.0,461.0,216.0,1,4,No,No,No,No,No
PG,Action|Adventure|Comedy,5.80000019,41.0,69769,103810000.0,178.0,2674.0,0,0,No,No,No,No,No
R,Biography|Crime|Drama,7.9000001,72.0,132550,161030000.0,357.0,443.0,1,8,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,6.30000019,42.0,333240,352360000.0,430.0,691.0,1,7,No,No,No,No,No
R,Drama,7.19999981,90.0,114518,6531491.0,365.0,1852.0,0,18,No,Yes,No,No,No
PG-13,Adventure|Drama|Western,7.69999981,80.0,249184,171030000.0,493.0,1087.0,8,53,No,Yes,No,No,No
PG-13,Drama|Romance,7.19999981,40.0,117199,19060000.0,156.0,1033.0,0,0,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.80000019,72.0,410316,228760000.0,599.0,742.0,0,11,No,No,No,No,No
R,Comedy|Romance,6.19999981,50.0,174314,70630000.0,244.0,1199.0,0,0,No,No,No,No,No
R,Drama|War,7.30000019,74.0,8327,1040000.0,133.0,4333.0,0,1,No,No,No,No,No
R,Comedy|Drama,7.30000019,67.0,21539,7500000.0,194.0,,1,3,No,No,No,No,No
R,Action|Adventure|Sci-Fi,6.4000001,51.0,175538,52000000.0,352.0,802.0,0,0,No,No,No,No,No
R,Action|Fantasy|Horror,6.0999999,21.0,164533,55680000.0,351.0,1333.0,0,1,No,No,No,No,No
PG,Animation|Adventure|Comedy,6.69999981,,37754,31050000.0,237.0,4196.0,0,0,No,No,No,No,No
R,Action|Adventure|Comedy,8.10000038,65.0,574642,363020000.0,614.0,53.0,4,15,No,No,No,No,No
PG-13,Comedy|Drama,7.30000019,80.0,24222,3210000.0,247.0,,1,11,No,No,No,No,No
G,Animation|Adventure|Comedy,7.0,63.0,170232,143620000.0,238.0,1515.0,0,2,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,5.80000019,41.0,206975,65170000.0,378.0,446.0,0,0,No,No,No,No,No
R,Drama|Horror|Sci-Fi,6.30000019,78.0,90727,2610000.0,460.0,1139.0,3,17,No,No,No,No,No
PG,Comedy|Drama,7.0999999,82.0,4723,2010000.0,110.0,,0,1,No,No,No,No,No
R,Adventure|Mystery|Sci-Fi,7.0,65.0,468410,126460000.0,780.0,183.0,0,4,No,No,No,No,No
PG-13,Drama,8.10000038,62.0,332037,169710000.0,375.0,272.0,13,44,No,Yes,No,No,No
PG-13,Adventure|Drama|Sci-Fi,7.80000019,96.0,604814,274080000.0,743.0,503.0,49,72,No,Yes,Yes,No,No
R,Horror|Mystery|Thriller,7.5,68.0,319235,137390000.0,521.0,593.0,1,4,No,No,No,No,No
PG-13,Action|Biography|Drama,6.5,73.0,25489,6590000.0,274.0,,1,4,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,6.0999999,36.0,199541,55090000.0,289.0,977.0,0,1,No,No,No,No,No
R,Comedy|Romance,6.80000019,75.0,224304,169080000.0,371.0,579.0,4,24,No,No,No,No,No
PG-13,Action|Adventure|Mystery,7.0,54.0,400429,89020000.0,545.0,218.0,0,1,No,No,No,No,No
PG,Biography|Drama|Musical,8.0,48.0,57506,126530000.0,244.0,3.0,1,6,No,No,No,No,No
R,Comedy|Fantasy,6.30000019,39.0,139888,37040000.0,215.0,1528.0,0,0,No,No,No,No,No
PG,Animation|Action|Adventure,7.80000019,83.0,255573,257760000.0,442.0,444.0,13,21,No,No,No,No,No
R,Action|Fantasy|Horror,6.4000001,39.0,122196,62320000.0,246.0,501.0,0,0,No,No,No,No,No
R,Comedy|Crime,6.9000001,57.0,362383,117530000.0,341.0,868.0,0,1,No,No,No,No,No
R,Biography|Drama,8.0,88.0,522594,138800000.0,478.0,841.0,26,73,Yes,Yes,Yes,Yes,No
PG-13,Action|Adventure|Crime,7.5,48.0,349400,186830000.0,383.0,854.0,0,0,No,No,No,No,No
PG-13,Drama|History|Thriller,6.9000001,50.0,35247,4460000.0,288.0,4467.0,0,2,No,No,No,No,No
PG-13,Action|Adventure|Drama,6.0,52.0,133911,65010000.0,316.0,663.0,0,0,No,No,No,No,No
PG-13,Comedy|Family,6.0999999,42.0,63928,150320000.0,152.0,585.0,0,0,No,No,No,No,No
R,Comedy|Drama|Romance,7.19999981,81.0,75975,5780000.0,262.0,2644.0,9,11,No,No,No,No,No
R,Action|Drama|Sci-Fi,6.5999999,61.0,350154,93050000.0,483.0,654.0,0,1,No,No,No,No,No
PG-13,Biography|Drama|Thriller,7.80000019,83.0,336695,107100000.0,495.0,1153.0,5,49,No,Yes,No,No,No
R,Drama|History|Romance,6.19999981,37.0,10083,580000.0,120.0,4607.0,2,3,No,No,No,No,No
PG-13,Action|Fantasy|Horror,5.9000001,33.0,110274,31170000.0,213.0,312.0,0,0,No,No,No,No,No
R,Adventure|Biography|Drama,7.5999999,82.0,286908,18330000.0,450.0,1398.0,2,44,No,Yes,No,No,No
PG-13,Drama|Romance|Sci-Fi,7.0,66.0,75080,1320000.0,245.0,1146.0,0,0,No,No,No,No,No
PG-13,Drama|Romance,7.19999981,64.0,13463,1750000.0,93.0,,0,1,No,No,No,No,No
PG-13,Drama|Music,6.30000019,45.0,15136,20220000.0,134.0,,0,2,No,No,No,No,No
PG-13,Drama|Fantasy|Romance,6.19999981,52.0,70160,19450000.0,230.0,298.0,0,1,No,No,No,No,No
R,Drama,7.0999999,86.0,109644,16380000.0,548.0,1374.0,15,58,No,No,No,No,No
PG-13,Drama|Romance,7.0,48.0,110621,13770000.0,222.0,1259.0,0,0,No,No,No,No,No
PG-13,Comedy|Romance,6.4000001,33.0,178162,103030000.0,203.0,909.0,0,0,No,No,No,No,No
R,Crime|Drama|Mystery,7.80000019,71.0,340858,102520000.0,519.0,424.0,4,23,No,No,No,No,No
PG-13,Drama|War,7.19999981,72.0,119895,79883359.0,388.0,1909.0,1,23,No,Yes,No,No,No
PG-13,Comedy|Drama|Romance,7.4000001,68.0,387288,84240000.0,310.0,150.0,0,4,No,No,No,No,No
PG,Action|Adventure|Family,7.0,56.0,262139,241410000.0,404.0,755.0,3,8,No,No,No,No,No
PG-13,Comedy|Horror|Romance,6.9000001,59.0,190025,66360000.0,453.0,1274.0,0,0,No,No,No,No,No
PG-13,Horror|Mystery|Thriller,6.80000019,52.0,212487,53990000.0,447.0,1258.0,0,0,No,No,No,No,No
PG-13,Action|Crime|Thriller,7.30000019,67.0,292393,209810000.0,346.0,1273.0,0,2,No,No,No,No,No
PG-13,Action|Comedy|Romance,6.30000019,31.0,151569,54760000.0,241.0,988.0,0,0,No,No,No,No,No
R,Biography|Comedy|Drama,7.80000019,81.0,225229,70240000.0,435.0,147.0,10,32,No,Yes,No,No,No
R,Crime|Drama|Mystery,7.0999999,69.0,111890,10720000.0,288.0,872.0,0,1,No,No,No,No,No
R,Drama|Romance,6.69999981,57.0,20208,3010000.0,221.0,,0,12,No,No,No,No,No
PG-13,Drama|Romance,7.9000001,94.0,73078,225377.0,449.0,3491.0,14,30,No,Yes,No,No,No
PG-13,Comedy|Fantasy|Romance,7.69999981,81.0,311997,56820000.0,491.0,731.0,6,20,No,Yes,No,No,No
PG-13,Drama|Romance,6.80000019,43.0,151987,125010000.0,212.0,1268.0,0,2,No,No,No,No,No
PG-13,Adventure|History,7.19999981,62.0,36135,1510000.0,149.0,2296.0,0,1,No,No,No,No,No
R,Crime|Drama|Thriller,6.5,59.0,106453,47310000.0,338.0,1549.0,0,0,No,No,No,No,No
R,Biography|Drama|Thriller,7.0999999,76.0,95538,5350000.0,293.0,1631.0,1,3,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,5.4000001,40.0,145981,47380000.0,390.0,547.0,0,1,No,No,No,No,No
R,Biography|Drama,7.5999999,81.0,5215,9250000.0,214.0,68.0,9,37,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.0,72.0,76711,55990000.0,333.0,2892.0,2,9,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.9000001,71.0,454993,100190000.0,588.0,380.0,1,9,No,No,No,No,No
R,Comedy|Romance,6.5999999,63.0,279983,55800000.0,237.0,567.0,0,1,No,No,No,No,No
R,Comedy,6.69999981,48.0,161045,54720000.0,228.0,972.0,0,0,No,No,No,No,No
PG-13,Action|Sci-Fi|Thriller,6.69999981,53.0,313314,37550000.0,361.0,782.0,0,0,No,No,No,No,No
R,Comedy|Fantasy,7.0,62.0,484518,218630000.0,457.0,983.0,2,8,No,No,No,No,No
PG-13,Action|Adventure|Comedy,7.30000019,56.0,194235,45430000.0,369.0,352.0,0,0,No,No,No,No,No
PG,Animation|Action|Adventure,7.9000001,76.0,232422,177000000.0,294.0,2108.0,2,12,No,No,No,No,No
PG-13,Drama|Thriller,7.5999999,73.0,150608,19000000.0,373.0,198.0,2,12,No,No,No,No,No
PG-13,Mystery|Sci-Fi|Thriller,7.0999999,72.0,294558,126980000.0,544.0,1308.0,1,8,No,No,No,No,No
R,Action|Comedy|Crime,6.5999999,41.0,209760,28750000.0,351.0,932.0,0,0,No,No,No,No,No
R,Biography|Drama,7.0,65.0,73510,14600000.0,386.0,2610.0,4,29,No,No,No,No,No
PG-13,Drama|Fantasy|Romance,7.19999981,51.0,105358,42480000.0,216.0,499.0,0,1,No,No,No,No,No
PG-13,Comedy|Drama|Romance,8.0,89.0,195458,44667095.0,578.0,1752.0,33,72,Yes,Yes,Yes,Yes,No
PG-13,Drama|Romance,8.0,67.0,366447,17740000.0,365.0,383.0,3,12,No,No,No,No,No
PG,Drama|Family|Fantasy,7.0,67.0,110591,201150000.0,351.0,331.0,2,8,No,No,No,No,No
R,Adventure|Drama|Thriller,8.0,76.0,469177,183640000.0,581.0,128.0,19,53,No,Yes,Yes,Yes,No
PG-13,Action|Adventure|Sci-Fi,7.0,64.0,391850,101790000.0,578.0,640.0,1,8,No,No,No,No,No
PG,Adventure|Comedy|Drama,5.5999999,46.0,72742,64930000.0,381.0,2887.0,1,3,No,No,No,No,No
PG-13,Crime|Mystery|Thriller,7.30000019,50.0,477812,117700000.0,391.0,199.0,1,1,No,No,No,No,No
PG-13,Adventure|Drama|Fantasy,5.5,52.0,190181,292300000.0,322.0,335.0,1,3,No,No,No,No,No
PG,Animation|Crime|Family,7.0,63.0,8759,290000.0,89.0,,0,0,No,No,No,No,No
PG,Animation|Adventure|Comedy,6.5,56.0,16936,151290000.0,144.0,41.0,1,7,No,No,No,No,No
PG-13,Action|Comedy|Fantasy,5.5999999,30.0,42988,7790000.0,137.0,895.0,0,0,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.5,62.0,297173,368050000.0,308.0,1449.0,2,12,No,No,No,No,No
R,Biography|Drama|History,6.0999999,75.0,7427,1230000.0,151.0,4937.0,0,1,No,No,No,No,No
R,Action|Drama|Sci-Fi,7.0,84.0,191904,4560000.0,491.0,596.0,0,10,No,No,No,No,No
PG-13,Drama|Musical|Romance,7.5999999,63.0,251377,148780000.0,490.0,371.0,21,63,No,Yes,No,No,No
R,Comedy|Crime,7.0,44.0,327208,150370000.0,289.0,713.0,0,2,No,No,No,No,No
PG-13,Action|Sci-Fi,6.69999981,51.0,190465,61660000.0,330.0,858.0,0,1,No,No,No,No,No
PG-13,Action|Adventure|Drama,6.0999999,57.0,235419,155110000.0,420.0,565.0,0,5,No,No,No,No,No
PG-13,Crime|Drama|Mystery,6.19999981,45.0,24878,,157.0,529.0,0,0,No,No,No,No,No
PG-13,Adventure|Comedy|Drama,7.80000019,84.0,247320,45510000.0,489.0,673.0,4,35,No,No,No,No,No
PG-13,Drama|Romance,6.69999981,71.0,48930,3390000.0,205.0,1555.0,2,3,No,No,No,No,No
R,Comedy|Romance,6.19999981,59.0,106447,67520000.0,285.0,1751.0,1,4,No,No,No,No,No
PG-13,Comedy|Drama|Romance,6.9000001,55.0,52192,17061.0,19.0,1434.0,0,0,No,No,No,No,No
PG,Animation|Adventure|Comedy,7.80000019,72.0,282505,189410000.0,378.0,1409.0,4,12,No,No,No,No,No
R,Drama|Romance,6.5999999,63.0,73975,12800000.0,326.0,940.0,8,16,No,No,No,No,No
PG-13,Action|Mystery|Sci-Fi,6.80000019,57.0,325748,102410000.0,297.0,740.0,0,1,No,No,No,No,No
R,Drama|History|Thriller,7.4000001,95.0,222158,95720000.0,561.0,790.0,15,55,No,Yes,No,No,No
R,Comedy|Crime|Drama,6.69999981,81.0,67166,8090000.0,411.0,1179.0,3,21,No,No,No,No,No
R,Drama|Sport,7.4000001,57.0,160644,52420000.0,310.0,542.0,0,0,No,No,No,No,No
R,Drama|Romance|Sci-Fi,8.0,90.0,375711,25560000.0,581.0,364.0,14,43,No,Yes,No,No,No
R,Crime|Drama,7.30000019,90.0,369474,150120000.0,538.0,421.0,20,67,No,Yes,No,No,No
PG-13,Biography|Drama|Sport,7.19999981,59.0,109631,115600000.0,325.0,569.0,1,7,No,No,No,No,No
PG,Animation|Comedy|Crime,7.9000001,86.0,12940,70000.0,98.0,,1,2,No,No,No,No,No
R,Crime|Drama|Thriller,7.30000019,68.0,194321,21380000.0,418.0,264.0,0,0,No,No,No,No,No
Not Rated,Drama|War,7.0999999,84.0,6062,40000.0,95.0,,0,0,No,No,No,No,No
R,Adventure|Comedy|Drama,7.69999981,,94058,17613460.0,436.0,2949.0,3,43,No,Yes,No,No,No
R,Crime|Drama,7.4000001,68.0,18542,40000.0,239.0,,0,0,No,No,No,No,No
PG-13,Drama|Mystery,8.39999962,95.0,160384,7100000.0,354.0,1421.0,11,17,No,No,No,No,No
PG-13,Adventure|Mystery|Sci-Fi,6.69999981,48.0,353439,150830000.0,463.0,343.0,2,3,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,7.80000019,70.0,523033,259750000.0,580.0,548.0,0,7,No,No,No,No,No
R,Drama|Western,8.39999962,81.0,1003046,162800000.0,769.0,240.0,7,27,No,Yes,No,No,No
PG,Adventure|Family|Fantasy,5.9000001,39.0,89490,68560000.0,185.0,1391.0,0,1,No,No,No,No,No
R,Crime|Drama|Thriller,7.69999981,68.0,187721,40980000.0,356.0,1162.0,0,1,No,No,No,No,No
R,Action|Horror|Sci-Fi,5.4000001,39.0,108238,42350000.0,239.0,341.0,0,0,No,No,No,No,No
R,Drama|Mystery|Sci-Fi,8.19999981,81.0,225370,92040000.0,526.0,9.0,11,31,No,No,No,No,No
PG-13,Drama|Thriller,7.19999981,68.0,54679,61280000.0,245.0,26.0,0,2,No,No,No,No,No
PG,Animation|Adventure|Family,8.19999981,85.0,30904,850000.0,149.0,2782.0,0,0,No,No,No,No,No
R,Biography|Comedy|Drama,7.19999981,79.0,37113,6000000.0,335.0,,1,12,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,6.69999981,53.0,332884,202850000.0,511.0,339.0,0,2,No,No,No,No,No
R,Crime|Drama,7.4000001,48.0,144097,47110000.0,277.0,1714.0,1,4,No,No,No,No,No
PG-13,Action|Adventure|Sci-Fi,8.0,74.0,533544,233910000.0,544.0,399.0,2,8,No,No,No,No,No
R,Crime|Drama|History,8.10000038,93.0,241566,44990000.0,484.0,223.0,19,51,Yes,Yes,No,No,No
PG-13,Action|Crime|Thriller,7.0999999,61.0,308904,238670000.0,409.0,601.0,0,3,No,No,No,No,No
R,Drama|Thriller,7.30000019,76.0,271373,93750000.0,451.0,1476.0,0,7,No,No,No,No,No
R,Comedy|Drama,6.0999999,72.0,111378,113710000.0,323.0,1103.0,1,3,No,No,No,No,No
PG-13,Drama,7.4000001,76.0,139989,21590000.0,371.0,1621.0,0,4,No,No,No,No,No
PG-13,Adventure|Drama|Family,6.80000019,57.0,75012,87080000.0,267.0,45.0,0,1,No,No,No,No,No
PG-13,Action|Adventure|Mystery,7.5999999,76.0,514025,424650000.0,508.0,483.0,3,11,No,No,No,No,No
PG-13,Adventure|Sci-Fi|Thriller,6.69999981,64.0,320995,337100000.0,413.0,662.0,0,5,No,No,No,No,No
